Bevölkerung nach Geschlecht und nach Größe des bewohnten Privathaushaltes seit 2012 - Zählbezirke Wien | Population by sex and size of inhabited private household since 2012 - subdistricts of Vienna
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_DATE;REF_YEAR;SEX;1_PH;2_PH;3-5_PH;6p_PH;ANST
AT13;91100;91111;20141031;2014;1;392;542;962;178;474
AT13;91100;91111;20141031;2014;2;368;580;942;181;213
AT13;91100;91112;20141031;2014;1;22;48;63;23;117
AT13;91100;91112;20141031;2014;2;16;58;73;21;0
AT13;91100;91113;20141031;2014;1;431;808;803;108;0
AT13;91100;91113;20141031;2014;2;577;840;814;91;9
AT13;91200;91201;20141031;2014;1;450;526;844;149;49
AT13;91200;91201;20141031;2014;2;519;568;801;138;51
AT13;91200;91202;20141031;2014;1;1820;2266;3740;552;102
AT13;91200;91202;20141031;2014;2;2168;2446;3612;574;181
AT13;91200;91203;20141031;2014;1;613;533;1049;211;127
AT13;91200;91203;20141031;2014;2;696;625;997;211;72
AT13;91200;91204;20141031;2014;1;990;1253;1927;265;166
AT13;91200;91204;20141031;2014;2;1108;1315;1820;250;113
AT13;91200;91205;20141031;2014;1;915;1139;1800;220;13
AT13;91200;91205;20141031;2014;2;1161;1289;1695;239;5
AT13;91200;91206;20141031;2014;1;1007;1285;2079;225;17
AT13;91200;91206;20141031;2014;2;1188;1363;1902;220;76
AT13;91200;91207;20141031;2014;1;622;907;1272;212;41
AT13;91200;91207;20141031;2014;2;968;1021;1303;190;107
AT13;91200;91208;20141031;2014;1;524;602;886;97;19
AT13;91200;91208;20141031;2014;2;549;634;866;95;15
AT13;91200;91209;20141031;2014;1;486;748;1943;711;20
AT13;91200;91209;20141031;2014;2;610;806;1996;767;5
AT13;91200;91210;20141031;2014;1;896;1291;2139;215;163
AT13;91200;91210;20141031;2014;2;1130;1381;2122;225;358
AT13;91200;91211;20141031;2014;1;853;1286;1889;180;78
AT13;91200;91211;20141031;2014;2;1234;1466;1932;162;281
AT13;91300;91301;20141031;2014;1;42;77;92;1;0
AT13;91300;91301;20141031;2014;2;67;85;87;5;0
AT13;91300;91302;20141031;2014;1;473;766;1371;155;18
AT13;91300;91302;20141031;2014;2;846;874;1451;161;2
AT13;91300;91303;20141031;2014;1;868;1259;1712;138;219
AT13;91300;91303;20141031;2014;2;1411;1465;1801;137;203
AT13;91300;91304;20141031;2014;1;869;1332;2160;207;67
AT13;91300;91304;20141031;2014;2;1340;1472;2178;230;320
AT13;91300;91305;20141031;2014;1;352;570;997;51;15
AT13;91300;91305;20141031;2014;2;523;688;1012;50;111
AT13;91300;91306;20141031;2014;1;235;344;475;48;6
AT13;91300;91306;20141031;2014;2;411;416;471;47;0
AT13;91300;91307;20141031;2014;1;285;428;610;93;28
AT13;91300;91307;20141031;2014;2;479;482;672;95;17
AT13;91300;91308;20141031;2014;1;601;955;1235;131;253
AT13;91300;91308;20141031;2014;2;971;1095;1233;127;223
AT13;91300;91309;20141031;2014;1;487;680;871;68;114
AT13;91300;91309;20141031;2014;2;647;774;906;79;202
AT13;91300;91310;20141031;2014;1;19;39;48;15;1
AT13;91300;91310;20141031;2014;2;22;39;50;5;0
AT13;91300;91311;20141031;2014;1;236;591;1104;110;0
AT13;91300;91311;20141031;2014;2;391;617;1089;101;0
AT13;91400;91401;20141031;2014;1;801;1073;1475;156;8
AT13;91400;91401;20141031;2014;2;1025;1175;1411;128;0
AT13;91400;91402;20141031;2014;1;1012;1172;1809;232;76
AT13;91400;91402;20141031;2014;2;1088;1174;1752;237;49
AT13;91400;91403;20141031;2014;1;906;1224;1911;187;51
AT13;91400;91403;20141031;2014;2;1277;1370;1994;190;25
AT13;91400;91404;20141031;2014;1;2056;2850;3985;366;129
AT13;91400;91404;20141031;2014;2;2750;3016;3995;360;212
AT13;91400;91405;20141031;2014;1;403;625;929;82;30
AT13;91400;91405;20141031;2014;2;471;725;930;94;27
AT13;91400;91406;20141031;2014;1;1291;1690;2322;215;132
AT13;91400;91406;20141031;2014;2;1655;1874;2248;224;420
AT13;91400;91407;20141031;2014;1;304;355;660;94;8
AT13;91400;91407;20141031;2014;2;394;429;676;84;3
AT13;91400;91408;20141031;2014;1;328;563;841;140;6
AT13;91400;91408;20141031;2014;2;494;603;907;130;2
AT13;91400;91409;20141031;2014;1;2;0;4;0;144
AT13;91400;91409;20141031;2014;2;2;0;3;0;96
AT13;91400;91410;20141031;2014;1;745;1101;1690;138;137
AT13;91400;91410;20141031;2014;2;998;1225;1701;154;89
AT13;91400;91411;20141031;2014;1;390;915;1609;156;19
AT13;91400;91411;20141031;2014;2;527;1001;1672;178;79
AT13;91400;91412;20141031;2014;1;464;876;1446;190;75
AT13;91400;91412;20141031;2014;2;557;954;1460;170;37
AT13;91500;91501;20141031;2014;1;1282;1520;2171;272;41
AT13;91500;91501;20141031;2014;2;1577;1612;2060;253;16
AT13;91500;91502;20141031;2014;1;1190;1455;2284;361;31
AT13;91500;91502;20141031;2014;2;1228;1419;2011;284;5
AT13;91500;91503;20141031;2014;1;1303;1624;2743;542;179
AT13;91500;91503;20141031;2014;2;1378;1704;2590;467;173
AT13;91500;91504;20141031;2014;1;868;1011;1751;284;195
AT13;91500;91504;20141031;2014;2;814;1005;1641;247;60
AT13;91500;91505;20141031;2014;1;1030;1426;2333;451;147
AT13;91500;91505;20141031;2014;2;1293;1552;2285;459;230
AT13;91500;91506;20141031;2014;1;1696;1916;3185;428;54
AT13;91500;91506;20141031;2014;2;1809;1914;3018;370;36
AT13;91500;91507;20141031;2014;1;1030;1226;1544;188;157
AT13;91500;91507;20141031;2014;2;1258;1302;1534;197;346
AT13;91600;91601;20141031;2014;1;1578;1870;2909;534;85
AT13;91600;91601;20141031;2014;2;1823;1948;2910;477;13
AT13;91600;91602;20141031;2014;1;917;1137;1942;349;62
AT13;91600;91602;20141031;2014;2;923;1097;1703;334;58
AT13;91600;91603;20141031;2014;1;1403;1701;2655;346;106
AT13;91600;91603;20141031;2014;2;1642;1865;2646;320;39
AT13;91600;91604;20141031;2014;1;859;1156;1819;204;9
AT13;91600;91604;20141031;2014;2;1166;1260;1745;211;2
AT13;91600;91605;20141031;2014;1;1718;2213;3440;379;174
AT13;91600;91605;20141031;2014;2;2084;2285;3242;357;224
AT13;91600;91606;20141031;2014;1;1161;1324;2156;332;36
AT13;91600;91606;20141031;2014;2;1368;1464;2206;306;43
AT13;91600;91607;20141031;2014;1;1165;1476;2208;300;41
AT13;91600;91607;20141031;2014;2;1403;1636;2143;274;28
AT13;91600;91608;20141031;2014;1;341;546;599;58;3
AT13;91600;91608;20141031;2014;2;519;612;617;52;7
AT13;91600;91609;20141031;2014;1;477;811;1114;82;70
AT13;91600;91609;20141031;2014;2;714;897;1080;87;212
AT13;91600;91610;20141031;2014;1;1230;1394;2505;414;71
AT13;91600;91610;20141031;2014;2;1180;1306;2227;389;23
AT13;91700;91701;20141031;2014;1;1190;1512;2258;290;48
AT13;91700;91701;20141031;2014;2;1446;1598;2153;265;13
AT13;91700;91702;20141031;2014;1;1515;2018;3104;431;142
AT13;91700;91702;20141031;2014;2;1791;2096;2977;393;60
AT13;91700;91703;20141031;2014;1;1871;2347;3565;445;505
AT13;91700;91703;20141031;2014;2;2236;2563;3597;494;40
AT13;91700;91704;20141031;2014;1;261;501;731;89;70
AT13;91700;91704;20141031;2014;2;422;583;761;111;240
AT13;91700;91705;20141031;2014;1;493;831;1454;173;3
AT13;91700;91705;20141031;2014;2;687;927;1503;158;0
AT13;91700;91706;20141031;2014;1;223;305;609;41;14
AT13;91700;91706;20141031;2014;2;287;335;600;36;55
AT13;91800;91801;20141031;2014;1;158;239;444;58;0
AT13;91800;91801;20141031;2014;2;288;281;485;62;25
AT13;91800;91802;20141031;2014;1;1407;1835;2846;167;83
AT13;91800;91802;20141031;2014;2;1954;2089;2895;195;324
AT13;91800;91803;20141031;2014;1;1792;2004;2785;319;141
AT13;91800;91803;20141031;2014;2;2277;2258;2850;306;140
AT13;91800;91804;20141031;2014;1;1060;1148;1829;157;9
AT13;91800;91804;20141031;2014;2;1439;1368;1928;130;6
AT13;91800;91805;20141031;2014;1;611;1041;2068;192;155
AT13;91800;91805;20141031;2014;2;1050;1191;2220;200;412
AT13;91900;91901;20141031;2014;1;555;790;1225;139;23
AT13;91900;91901;20141031;2014;2;759;886;1262;143;74
AT13;91900;91902;20141031;2014;1;1007;1432;1699;228;62
AT13;91900;91902;20141031;2014;2;1421;1596;1700;224;238
AT13;91900;91903;20141031;2014;1;57;38;32;0;0
AT13;91900;91903;20141031;2014;2;65;42;33;0;0
AT13;91900;91904;20141031;2014;1;1506;1786;2662;271;238
AT13;91900;91904;20141031;2014;2;2050;2032;2781;289;271
AT13;91900;91905;20141031;2014;1;685;882;1466;166;58
AT13;91900;91905;20141031;2014;2;960;1022;1513;167;185
AT13;91900;91906;20141031;2014;1;415;583;1208;181;25
AT13;91900;91906;20141031;2014;2;581;663;1178;162;34
AT13;91900;91907;20141031;2014;1;231;379;594;94;5
AT13;91900;91907;20141031;2014;2;360;439;687;85;4
AT13;91900;91908;20141031;2014;1;1324;1716;2380;222;127
AT13;91900;91908;20141031;2014;2;1906;1926;2493;245;312
AT13;91900;91909;20141031;2014;1;407;443;801;93;142
AT13;91900;91909;20141031;2014;2;554;485;838;109;95
AT13;91900;91910;20141031;2014;1;611;1191;1889;202;81
AT13;91900;91910;20141031;2014;2;1021;1337;2001;229;203
AT13;92000;92001;20141031;2014;1;790;968;2030;231;19
AT13;92000;92001;20141031;2014;2;1015;1102;2031;216;5
AT13;92000;92002;20141031;2014;1;1768;1913;3231;641;121
AT13;92000;92002;20141031;2014;2;1833;2037;3064;532;70
AT13;92000;92003;20141031;2014;1;1323;1775;2945;491;161
AT13;92000;92003;20141031;2014;2;1576;1847;2749;438;320
AT13;92000;92004;20141031;2014;1;738;1023;2008;287;544
AT13;92000;92004;20141031;2014;2;1022;1143;1955;284;536
AT13;92000;92005;20141031;2014;1;1166;1486;2532;495;45
AT13;92000;92005;20141031;2014;2;1311;1608;2263;428;6
AT13;92000;92006;20141031;2014;1;845;1165;1758;367;36
AT13;92000;92006;20141031;2014;2;1106;1311;1676;346;37
AT13;92000;92007;20141031;2014;1;1158;1734;2744;488;88
AT13;92000;92007;20141031;2014;2;1513;1878;2701;511;180
AT13;92000;92008;20141031;2014;1;602;870;1121;161;6
AT13;92000;92008;20141031;2014;2;703;896;1051;154;0
AT13;92100;92101;20141031;2014;1;87;174;350;52;0
AT13;92100;92101;20141031;2014;2;100;204;355;49;0
AT13;92100;92102;20141031;2014;1;533;867;1815;182;8
AT13;92100;92102;20141031;2014;2;599;995;1834;188;12
AT13;92100;92103;20141031;2014;1;349;941;1681;116;8
AT13;92100;92103;20141031;2014;2;452;1071;1694;103;3
AT13;92100;92104;20141031;2014;1;248;634;907;171;3
AT13;92100;92104;20141031;2014;2;327;676;921;167;0
AT13;92100;92105;20141031;2014;1;961;2354;4032;1223;178
AT13;92100;92105;20141031;2014;2;1671;2654;3976;1284;310
AT13;92100;92106;20141031;2014;1;72;126;200;28;0
AT13;92100;92106;20141031;2014;2;83;130;210;18;0
AT13;92100;92107;20141031;2014;1;388;561;746;79;227
AT13;92100;92107;20141031;2014;2;435;645;749;82;3
AT13;92100;92108;20141031;2014;1;186;411;581;57;3
AT13;92100;92108;20141031;2014;2;267;443;570;63;5
AT13;92100;92109;20141031;2014;1;497;1061;1495;237;13
AT13;92100;92109;20141031;2014;2;710;1161;1471;229;12
AT13;92100;92110;20141031;2014;1;968;673;878;107;22
AT13;92100;92110;20141031;2014;2;706;691;845;118;8
AT13;92100;92111;20141031;2014;1;391;595;1160;128;60
AT13;92100;92111;20141031;2014;2;448;657;1165;112;265
AT13;92100;92112;20141031;2014;1;361;807;2290;415;43
AT13;92100;92112;20141031;2014;2;491;921;2342;495;24
AT13;92100;92113;20141031;2014;1;311;602;1318;90;33
AT13;92100;92113;20141031;2014;2;393;704;1354;77;15
AT13;92100;92114;20141031;2014;1;621;741;876;173;18
AT13;92100;92114;20141031;2014;2;738;785;958;180;3
AT13;92100;92115;20141031;2014;1;309;661;1011;100;23
AT13;92100;92115;20141031;2014;2;603;757;1038;101;20
AT13;92100;92116;20141031;2014;1;224;569;696;68;1
AT13;92100;92116;20141031;2014;2;319;591;738;84;2
AT13;92100;92117;20141031;2014;1;820;913;1218;196;22
AT13;92100;92117;20141031;2014;2;918;1071;1287;203;9
AT13;92100;92118;20141031;2014;1;832;1094;1454;224;57
AT13;92100;92118;20141031;2014;2;860;1162;1413;240;23
AT13;92100;92119;20141031;2014;1;339;463;685;136;4
AT13;92100;92119;20141031;2014;2;331;511;697;143;1
AT13;92100;92120;20141031;2014;1;211;247;478;59;2
AT13;92100;92120;20141031;2014;2;228;297;479;44;4
AT13;92100;92121;20141031;2014;1;926;906;1159;155;23
AT13;92100;92121;20141031;2014;2;910;958;1079;162;4
AT13;92100;92122;20141031;2014;1;900;1381;1578;276;52
AT13;92100;92122;20141031;2014;2;1140;1549;1635;259;60
AT13;92100;92123;20141031;2014;1;1124;1529;2009;253;148
AT13;92100;92123;20141031;2014;2;1522;1635;1976;195;131
AT13;92100;92124;20141031;2014;1;342;559;970;100;28
AT13;92100;92124;20141031;2014;2;472;649;983;97;86
AT13;92100;92125;20141031;2014;1;297;563;1144;144;17
AT13;92100;92125;20141031;2014;2;394;683;1212;150;28
AT13;92100;92126;20141031;2014;1;764;1025;1453;129;120
AT13;92100;92126;20141031;2014;2;1027;1215;1532;146;133
AT13;92100;92127;20141031;2014;1;110;196;428;84;7
AT13;92100;92127;20141031;2014;2;115;210;384;75;1
AT13;92100;92128;20141031;2014;1;37;40;69;17;0
AT13;92100;92128;20141031;2014;2;23;38;49;9;0
AT13;92100;92129;20141031;2014;1;16;48;44;0;0
AT13;92100;92129;20141031;2014;2;8;46;45;0;0
AT13;92100;92130;20141031;2014;1;4;4;6;0;0
AT13;92100;92130;20141031;2014;2;1;0;7;0;0
AT13;92200;92201;20141031;2014;1;120;294;575;65;3
AT13;92200;92201;20141031;2014;2;113;312;561;53;0
AT13;92200;92202;20141031;2014;1;177;441;1626;169;21
AT13;92200;92202;20141031;2014;2;181;483;1608;170;72
AT13;92200;92203;20141031;2014;1;80;235;370;17;13
AT13;92200;92203;20141031;2014;2;101;249;357;23;16
AT13;92200;92204;20141031;2014;1;243;591;1058;92;1
AT13;92200;92204;20141031;2014;2;265;659;1016;88;0
AT13;92200;92205;20141031;2014;1;350;783;1437;113;15
AT13;92200;92205;20141031;2014;2;401;859;1415;99;1
AT13;92200;92206;20141031;2014;1;599;1397;3058;527;26
AT13;92200;92206;20141031;2014;2;893;1597;3094;567;9
AT13;92200;92207;20141031;2014;1;271;664;1262;106;18
AT13;92200;92207;20141031;2014;2;327;752;1278;118;12
AT13;92200;92208;20141031;2014;1;1052;2000;4236;879;76
AT13;92200;92208;20141031;2014;2;1328;2286;4325;888;94
AT13;92200;92209;20141031;2014;1;977;1789;3296;547;117
AT13;92200;92209;20141031;2014;2;1395;2029;3430;563;116
AT13;92200;92210;20141031;2014;1;662;1016;1777;162;118
AT13;92200;92210;20141031;2014;2;850;1172;1750;185;248
AT13;92200;92211;20141031;2014;1;1293;1680;1938;125;38
AT13;92200;92211;20141031;2014;2;1598;1924;2040;143;29
AT13;92200;92212;20141031;2014;1;194;409;853;215;1
AT13;92200;92212;20141031;2014;2;280;437;781;259;1
AT13;92200;92213;20141031;2014;1;681;976;1304;158;12
AT13;92200;92213;20141031;2014;2;946;1120;1391;157;4
AT13;92200;92214;20141031;2014;1;334;808;1095;114;15
AT13;92200;92214;20141031;2014;2;497;924;1153;112;7
AT13;92200;92215;20141031;2014;1;606;1269;1904;244;17
AT13;92200;92215;20141031;2014;2;1114;1439;1887;262;2
AT13;92200;92216;20141031;2014;1;76;197;203;29;30
AT13;92200;92216;20141031;2014;2;139;219;194;26;2
AT13;92200;92217;20141031;2014;1;242;299;472;22;0
AT13;92200;92217;20141031;2014;2;221;323;480;28;0
AT13;92200;92218;20141031;2014;1;537;926;1347;134;11
AT13;92200;92218;20141031;2014;2;763;1066;1378;123;7
AT13;92200;92219;20141031;2014;1;625;814;1214;170;6
AT13;92200;92219;20141031;2014;2;688;868;1120;142;4
AT13;92200;92220;20141031;2014;1;168;378;742;217;16
AT13;92200;92220;20141031;2014;2;249;410;726;203;5
AT13;92200;92221;20141031;2014;1;168;323;635;50;6
AT13;92200;92221;20141031;2014;2;253;347;632;74;3
AT13;92200;92222;20141031;2014;1;352;683;1445;119;68
AT13;92200;92222;20141031;2014;2;413;867;1487;123;269
AT13;92200;92223;20141031;2014;1;363;636;1232;172;5
AT13;92200;92223;20141031;2014;2;427;722;1243;163;2
AT13;92200;92224;20141031;2014;1;318;756;1492;127;116
AT13;92200;92224;20141031;2014;2;443;876;1531;137;59
AT13;92200;92225;20141031;2014;1;102;322;512;52;0
AT13;92200;92225;20141031;2014;2;135;350;576;36;2
AT13;92200;92226;20141031;2014;1;225;535;1100;102;0
AT13;92200;92226;20141031;2014;2;231;537;1086;107;1
AT13;92200;92227;20141031;2014;1;343;897;2066;122;7
AT13;92200;92227;20141031;2014;2;421;969;2108;125;3
AT13;92200;92228;20141031;2014;1;214;423;1033;122;60
AT13;92200;92228;20141031;2014;2;274;513;990;125;9
AT13;92200;92229;20141031;2014;1;177;487;896;118;1
AT13;92200;92229;20141031;2014;2;231;541;909;151;0
AT13;92200;92230;20141031;2014;1;3;4;3;0;0
AT13;92200;92230;20141031;2014;2;0;2;3;0;0
AT13;92200;92231;20141031;2014;1;139;178;242;12;12
AT13;92200;92231;20141031;2014;2;169;198;208;18;92
AT13;92200;92232;20141031;2014;1;476;486;977;109;1
AT13;92200;92232;20141031;2014;2;464;554;1006;111;0
AT13;92300;92301;20141031;2014;1;227;311;608;73;8
AT13;92300;92301;20141031;2014;2;261;357;599;62;1
AT13;92300;92302;20141031;2014;1;378;633;1125;174;51
AT13;92300;92302;20141031;2014;2;446;683;1064;170;0
AT13;92300;92303;20141031;2014;1;293;588;761;80;25
AT13;92300;92303;20141031;2014;2;403;620;744;97;6
AT13;92300;92304;20141031;2014;1;567;893;1868;225;48
AT13;92300;92304;20141031;2014;2;827;1055;1822;226;143
AT13;92300;92305;20141031;2014;1;579;1222;2142;377;11
AT13;92300;92305;20141031;2014;2;838;1344;2169;429;4
AT13;92300;92306;20141031;2014;1;85;148;172;21;2
AT13;92300;92306;20141031;2014;2;110;138;185;36;0
AT13;92300;92307;20141031;2014;1;824;1182;2252;257;77
AT13;92300;92307;20141031;2014;2;953;1280;2254;232;125
AT13;92300;92308;20141031;2014;1;293;479;947;94;61
AT13;92300;92308;20141031;2014;2;379;543;960;101;323
AT13;92300;92309;20141031;2014;1;496;1005;1388;180;178
AT13;92300;92309;20141031;2014;2;744;1139;1458;166;299
AT13;92300;92310;20141031;2014;1;398;825;1036;133;11
AT13;92300;92310;20141031;2014;2;613;921;1028;172;17
AT13;92300;92311;20141031;2014;1;687;1183;1617;88;133
AT13;92300;92311;20141031;2014;2;935;1367;1608;93;204
AT13;92300;92312;20141031;2014;1;443;722;1227;182;43
AT13;92300;92312;20141031;2014;2;574;838;1288;171;54
AT13;92300;92313;20141031;2014;1;328;647;869;66;8
AT13;92300;92313;20141031;2014;2;558;707;862;81;2
AT13;92300;92314;20141031;2014;1;418;639;1120;91;8
AT13;92300;92314;20141031;2014;2;554;745;1170;95;10
AT13;92300;92315;20141031;2014;1;190;329;514;42;3
AT13;92300;92315;20141031;2014;2;259;337;535;44;7
AT13;92300;92316;20141031;2014;1;198;342;445;51;24
AT13;92300;92316;20141031;2014;2;249;376;491;47;97
AT13;92300;92317;20141031;2014;1;22;37;64;14;15
AT13;92300;92317;20141031;2014;2;18;37;65;8;0
AT13;92300;92318;20141031;2014;1;342;873;1249;120;8
AT13;92300;92318;20141031;2014;2;447;977;1246;112;1
AT13;92300;92319;20141031;2014;1;755;1638;1853;140;5
AT13;92300;92319;20141031;2014;2;1305;1836;1941;135;1
AT13;90100;90101;20151031;2015;1;507;549;697;70;107
AT13;90100;90101;20151031;2015;2;609;591;716;92;56
AT13;90100;90102;20151031;2015;1;160;188;331;29;4
AT13;90100;90102;20151031;2015;2;203;210;376;36;1
AT13;90100;90103;20151031;2015;1;222;298;404;54;4
AT13;90100;90103;20151031;2015;2;250;326;430;50;3
AT13;90100;90104;20151031;2015;1;165;199;305;43;16
AT13;90100;90104;20151031;2015;2;158;239;323;44;22
AT13;90100;90105;20151031;2015;1;211;304;439;49;1
AT13;90100;90105;20151031;2015;2;260;312;470;65;0
AT13;90100;90106;20151031;2015;1;349;340;446;51;22
AT13;90100;90106;20151031;2015;2;431;388;507;51;6
AT13;90100;90107;20151031;2015;1;353;391;444;74;20
AT13;90100;90107;20151031;2015;2;396;407;446;73;1
AT13;90200;90201;20151031;2015;1;1359;1686;3520;451;247
AT13;90200;90201;20151031;2015;2;1432;1856;3462;447;252
AT13;90200;90202;20151031;2015;1;1210;1506;2412;480;249
AT13;90200;90202;20151031;2015;2;1233;1536;2353;412;141
AT13;90200;90203;20151031;2015;1;1481;1755;2588;373;184
AT13;90200;90203;20151031;2015;2;1669;1953;2551;314;186
AT13;90200;90204;20151031;2015;1;1429;1886;3065;832;98
AT13;90200;90204;20151031;2015;2;1715;2052;3019;766;100
AT13;90200;90205;20151031;2015;1;963;1250;1797;432;26
AT13;90200;90205;20151031;2015;2;1203;1374;1758;317;5
AT13;90200;90206;20151031;2015;1;920;1003;1451;173;79
AT13;90200;90206;20151031;2015;2;1051;1101;1387;152;66
AT13;90200;90207;20151031;2015;1;1661;1799;2608;387;10
AT13;90200;90207;20151031;2015;2;1796;1919;2443;380;1
AT13;90200;90208;20151031;2015;1;216;374;503;87;47
AT13;90200;90208;20151031;2015;2;239;406;483;81;108
AT13;90200;90209;20151031;2015;1;1192;1881;3767;781;163
AT13;90200;90209;20151031;2015;2;1619;2063;3679;739;435
AT13;90300;90301;20151031;2015;1;1280;1635;2276;234;53
AT13;90300;90301;20151031;2015;2;1456;1855;2266;201;31
AT13;90300;90302;20151031;2015;1;868;1270;1876;210;9
AT13;90300;90302;20151031;2015;2;1174;1460;1808;223;64
AT13;90300;90303;20151031;2015;1;605;791;1265;166;12
AT13;90300;90303;20151031;2015;2;775;877;1357;202;69
AT13;90300;90304;20151031;2015;1;1231;1507;2208;271;51
AT13;90300;90304;20151031;2015;2;1508;1647;2088;262;119
AT13;90300;90305;20151031;2015;1;845;1081;1664;174;46
AT13;90300;90305;20151031;2015;2;1131;1241;1606;181;102
AT13;90300;90306;20151031;2015;1;1922;2043;2837;305;34
AT13;90300;90306;20151031;2015;2;2367;2295;2915;304;118
AT13;90300;90307;20151031;2015;1;479;653;1062;110;801
AT13;90300;90307;20151031;2015;2;619;773;1083;102;269
AT13;90300;90308;20151031;2015;1;149;308;293;28;157
AT13;90300;90308;20151031;2015;2;208;312;313;26;124
AT13;90300;90309;20151031;2015;1;888;1209;1803;180;2
AT13;90300;90309;20151031;2015;2;1171;1383;1923;192;1
AT13;90300;90310;20151031;2015;1;894;985;1687;277;144
AT13;90300;90310;20151031;2015;2;984;1075;1654;261;43
AT13;90300;90311;20151031;2015;1;416;515;919;59;7
AT13;90300;90311;20151031;2015;2;550;607;942;70;1
AT13;90400;90401;20151031;2015;1;263;307;430;82;1
AT13;90400;90401;20151031;2015;2;341;345;458;69;0
AT13;90400;90402;20151031;2015;1;1136;1424;2183;231;505
AT13;90400;90402;20151031;2015;2;1416;1478;2188;242;199
AT13;90400;90403;20151031;2015;1;1374;1741;2307;240;215
AT13;90400;90403;20151031;2015;2;1699;1835;2355;278;317
AT13;90400;90404;20151031;2015;1;722;966;1437;123;70
AT13;90400;90404;20151031;2015;2;902;1068;1509;116;78
AT13;90500;90501;20151031;2015;1;1504;1770;2087;197;56
AT13;90500;90501;20151031;2015;2;1774;1880;2113;172;52
AT13;90500;90502;20151031;2015;1;2337;2584;4202;633;126
AT13;90500;90502;20151031;2015;2;2546;2748;4171;569;14
AT13;90500;90503;20151031;2015;1;2026;2264;3382;491;206
AT13;90500;90503;20151031;2015;2;2134;2394;3189;445;350
AT13;90500;90504;20151031;2015;1;794;961;1242;143;1
AT13;90500;90504;20151031;2015;2;933;1027;1176;125;0
AT13;90600;90601;20151031;2015;1;860;1084;1406;140;235
AT13;90600;90601;20151031;2015;2;952;1122;1522;139;140
AT13;90600;90602;20151031;2015;1;1144;1451;1725;260;340
AT13;90600;90602;20151031;2015;2;1388;1511;1663;228;136
AT13;90600;90603;20151031;2015;1;1535;1984;2646;286;222
AT13;90600;90603;20151031;2015;2;1912;2076;2613;268;519
AT13;90700;90701;20151031;2015;1;699;799;1110;107;16
AT13;90700;90701;20151031;2015;2;788;837;1065;110;2
AT13;90700;90702;20151031;2015;1;414;417;578;42;1
AT13;90700;90702;20151031;2015;2;461;457;642;43;0
AT13;90700;90703;20151031;2015;1;605;708;922;68;70
AT13;90700;90703;20151031;2015;2;684;764;960;62;52
AT13;90700;90704;20151031;2015;1;1258;1416;1836;155;215
AT13;90700;90704;20151031;2015;2;1407;1572;1829;156;347
AT13;90700;90705;20151031;2015;1;1064;1155;1471;132;56
AT13;90700;90705;20151031;2015;2;1294;1229;1454;132;44
AT13;90800;90801;20151031;2015;1;515;655;1029;70;816
AT13;90800;90801;20151031;2015;2;629;683;1002;76;163
AT13;90800;90802;20151031;2015;1;1218;1522;2054;152;364
AT13;90800;90802;20151031;2015;2;1533;1708;2174;167;433
AT13;90800;90803;20151031;2015;1;945;1131;1401;111;371
AT13;90800;90803;20151031;2015;2;1174;1185;1423;113;132
AT13;90900;90901;20151031;2015;1;1217;1262;1410;176;119
AT13;90900;90901;20151031;2015;2;1405;1398;1517;167;61
AT13;90900;90902;20151031;2015;1;1202;1580;1955;147;406
AT13;90900;90902;20151031;2015;2;1528;1740;2048;122;286
AT13;90900;90903;20151031;2015;1;555;643;794;92;689
AT13;90900;90903;20151031;2015;2;695;703;793;94;312
AT13;90900;90904;20151031;2015;1;1113;1378;1716;189;216
AT13;90900;90904;20151031;2015;2;1417;1496;1600;186;260
AT13;90900;90905;20151031;2015;1;505;712;1101;133;61
AT13;90900;90905;20151031;2015;2;660;770;1235;151;61
AT13;90900;90906;20151031;2015;1;186;271;443;28;101
AT13;90900;90906;20151031;2015;2;226;309;468;35;133
AT13;91000;91001;20151031;2015;1;308;488;1045;88;21
AT13;91000;91001;20151031;2015;2;317;522;1018;97;12
AT13;91000;91002;20151031;2015;1;2000;2486;4657;963;188
AT13;91000;91002;20151031;2015;2;1991;2498;4409;905;120
AT13;91000;91003;20151031;2015;1;705;947;1739;231;11
AT13;91000;91003;20151031;2015;2;877;991;1632;209;5
AT13;91000;91004;20151031;2015;1;897;1053;2165;439;22
AT13;91000;91004;20151031;2015;2;862;1077;1935;360;7
AT13;91000;91005;20151031;2015;1;1551;2131;4542;842;114
AT13;91000;91005;20151031;2015;2;1724;2243;4354;821;39
AT13;91000;91006;20151031;2015;1;1303;1605;3153;635;72
AT13;91000;91006;20151031;2015;2;1143;1599;3037;556;60
AT13;91000;91007;20151031;2015;1;1186;1751;2795;383;58
AT13;91000;91007;20151031;2015;2;1587;1815;2675;394;118
AT13;91000;91008;20151031;2015;1;885;1257;2442;387;106
AT13;91000;91008;20151031;2015;2;983;1275;2266;294;110
AT13;91000;91009;20151031;2015;1;442;604;1087;147;28
AT13;91000;91009;20151031;2015;2;486;654;1092;168;73
AT13;91000;91010;20151031;2015;1;1898;2386;3609;649;746
AT13;91000;91010;20151031;2015;2;2329;2522;3572;586;234
AT13;91000;91011;20151031;2015;1;828;1131;1906;520;45
AT13;91000;91011;20151031;2015;2;982;1225;1917;505;73
