NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;AGR3;AUT;FOR
AT13;92000;92007;2011;20110101;1;1;734;251
AT13;92000;92007;2011;20110101;1;2;3136;1041
AT13;92000;92007;2011;20110101;1;3;798;55
AT13;92000;92007;2011;20110101;2;1;682;253
AT13;92000;92007;2011;20110101;2;2;3214;1120
AT13;92000;92007;2011;20110101;2;3;1298;58
AT13;92000;92008;2011;20110101;1;1;179;145
AT13;92000;92008;2011;20110101;1;2;1138;698
AT13;92000;92008;2011;20110101;1;3;399;32
AT13;92000;92008;2011;20110101;2;1;181;121
AT13;92000;92008;2011;20110101;2;2;1240;651
AT13;92000;92008;2011;20110101;2;3;476;33
AT13;92000;92099;2011;20110101;1;1;0;0
AT13;92000;92099;2011;20110101;1;2;2;1
AT13;92000;92099;2011;20110101;1;3;0;0
AT13;92000;92099;2011;20110101;2;1;1;0
AT13;92000;92099;2011;20110101;2;2;4;1
AT13;92000;92099;2011;20110101;2;3;0;0
AT13;92100;92101;2011;20110101;1;1;95;3
AT13;92100;92101;2011;20110101;1;2;401;27
AT13;92100;92101;2011;20110101;1;3;113;3
AT13;92100;92101;2011;20110101;2;1;99;2
AT13;92100;92101;2011;20110101;2;2;405;40
AT13;92100;92101;2011;20110101;2;3;145;3
AT13;92100;92102;2011;20110101;1;1;567;39
AT13;92100;92102;2011;20110101;1;2;2196;255
AT13;92100;92102;2011;20110101;1;3;278;11
AT13;92100;92102;2011;20110101;2;1;518;46
AT13;92100;92102;2011;20110101;2;2;2363;296
AT13;92100;92102;2011;20110101;2;3;325;22
AT13;92100;92103;2011;20110101;1;1;386;30
AT13;92100;92103;2011;20110101;1;2;1745;140
AT13;92100;92103;2011;20110101;1;3;241;13
AT13;92100;92103;2011;20110101;2;1;373;30
AT13;92100;92103;2011;20110101;2;2;2001;159
AT13;92100;92103;2011;20110101;2;3;228;18
AT13;92100;92104;2011;20110101;1;1;224;25
AT13;92100;92104;2011;20110101;1;2;1130;87
AT13;92100;92104;2011;20110101;1;3;432;5
AT13;92100;92104;2011;20110101;2;1;215;26
AT13;92100;92104;2011;20110101;2;2;1193;93
AT13;92100;92104;2011;20110101;2;3;501;6
AT13;92100;92105;2011;20110101;1;1;1472;234
AT13;92100;92105;2011;20110101;1;2;4533;668
AT13;92100;92105;2011;20110101;1;3;1554;48
AT13;92100;92105;2011;20110101;2;1;1353;221
AT13;92100;92105;2011;20110101;2;2;5042;815
AT13;92100;92105;2011;20110101;2;3;2286;50
AT13;92100;92106;2011;20110101;1;1;31;12
AT13;92100;92106;2011;20110101;1;2;235;54
AT13;92100;92106;2011;20110101;1;3;70;4
AT13;92100;92106;2011;20110101;2;1;41;15
AT13;92100;92106;2011;20110101;2;2;216;52
AT13;92100;92106;2011;20110101;2;3;102;5
AT13;92100;92107;2011;20110101;1;1;157;33
AT13;92100;92107;2011;20110101;1;2;1065;233
AT13;92100;92107;2011;20110101;1;3;184;6
AT13;92100;92107;2011;20110101;2;1;158;26
AT13;92100;92107;2011;20110101;2;2;897;161
AT13;92100;92107;2011;20110101;2;3;210;9
AT13;92100;92108;2011;20110101;1;1;150;10
AT13;92100;92108;2011;20110101;1;2;687;74
AT13;92100;92108;2011;20110101;1;3;198;2
AT13;92100;92108;2011;20110101;2;1;158;14
AT13;92100;92108;2011;20110101;2;2;791;78
AT13;92100;92108;2011;20110101;2;3;247;5
AT13;92100;92109;2011;20110101;1;1;409;80
AT13;92100;92109;2011;20110101;1;2;1955;201
AT13;92100;92109;2011;20110101;1;3;600;21
AT13;92100;92109;2011;20110101;2;1;352;64
AT13;92100;92109;2011;20110101;2;2;2027;284
AT13;92100;92109;2011;20110101;2;3;769;26
AT13;92100;92110;2011;20110101;1;1;300;54
AT13;92100;92110;2011;20110101;1;2;1676;286
AT13;92100;92110;2011;20110101;1;3;309;9
AT13;92100;92110;2011;20110101;2;1;247;71
AT13;92100;92110;2011;20110101;2;2;1284;309
AT13;92100;92110;2011;20110101;2;3;457;15
AT13;92100;92111;2011;20110101;1;1;374;59
AT13;92100;92111;2011;20110101;1;2;1311;259
AT13;92100;92111;2011;20110101;1;3;185;14
AT13;92100;92111;2011;20110101;2;1;332;68
AT13;92100;92111;2011;20110101;2;2;1421;274
AT13;92100;92111;2011;20110101;2;3;448;14
AT13;92100;92112;2011;20110101;1;1;738;114
AT13;92100;92112;2011;20110101;1;2;1994;330
AT13;92100;92112;2011;20110101;1;3;299;7
AT13;92100;92112;2011;20110101;2;1;695;120
AT13;92100;92112;2011;20110101;2;2;2106;398
AT13;92100;92112;2011;20110101;2;3;448;13
AT13;92100;92113;2011;20110101;1;1;407;34
AT13;92100;92113;2011;20110101;1;2;1338;143
AT13;92100;92113;2011;20110101;1;3;228;6
AT13;92100;92113;2011;20110101;2;1;388;30
AT13;92100;92113;2011;20110101;2;2;1544;167
AT13;92100;92113;2011;20110101;2;3;257;6
AT13;92100;92114;2011;20110101;1;1;273;46
AT13;92100;92114;2011;20110101;1;2;1355;152
AT13;92100;92114;2011;20110101;1;3;537;9
AT13;92100;92114;2011;20110101;2;1;248;63
AT13;92100;92114;2011;20110101;2;2;1234;208
AT13;92100;92114;2011;20110101;2;3;857;8
AT13;92100;92115;2011;20110101;1;1;294;27
AT13;92100;92115;2011;20110101;1;2;1051;137
AT13;92100;92115;2011;20110101;1;3;354;7
AT13;92100;92115;2011;20110101;2;1;315;13
AT13;92100;92115;2011;20110101;2;2;1264;157
AT13;92100;92115;2011;20110101;2;3;546;10
AT13;92100;92116;2011;20110101;1;1;179;13
AT13;92100;92116;2011;20110101;1;2;1013;49
AT13;92100;92116;2011;20110101;1;3;345;3
AT13;92100;92116;2011;20110101;2;1;174;14
AT13;92100;92116;2011;20110101;2;2;1049;63
AT13;92100;92116;2011;20110101;2;3;421;6
AT13;92100;92117;2011;20110101;1;1;379;115
AT13;92100;92117;2011;20110101;1;2;1756;349
AT13;92100;92117;2011;20110101;1;3;443;13
AT13;92100;92117;2011;20110101;2;1;369;97
AT13;92100;92117;2011;20110101;2;2;1830;397
AT13;92100;92117;2011;20110101;2;3;746;17
AT13;92100;92118;2011;20110101;1;1;375;134
AT13;92100;92118;2011;20110101;1;2;1836;571
AT13;92100;92118;2011;20110101;1;3;505;39
AT13;92100;92118;2011;20110101;2;1;337;134
AT13;92100;92118;2011;20110101;2;2;1828;562
AT13;92100;92118;2011;20110101;2;3;646;31
AT13;92100;92119;2011;20110101;1;1;213;50
AT13;92100;92119;2011;20110101;1;2;899;195
AT13;92100;92119;2011;20110101;1;3;224;8
AT13;92100;92119;2011;20110101;2;1;187;49
AT13;92100;92119;2011;20110101;2;2;972;183
AT13;92100;92119;2011;20110101;2;3;246;15
AT13;92100;92120;2011;20110101;1;1;101;33
AT13;92100;92120;2011;20110101;1;2;407;184
AT13;92100;92120;2011;20110101;1;3;54;8
AT13;92100;92120;2011;20110101;2;1;110;31
AT13;92100;92120;2011;20110101;2;2;454;184
AT13;92100;92120;2011;20110101;2;3;78;11
AT13;92100;92121;2011;20110101;1;1;282;105
AT13;92100;92121;2011;20110101;1;2;1670;606
AT13;92100;92121;2011;20110101;1;3;418;50
AT13;92100;92121;2011;20110101;2;1;240;116
AT13;92100;92121;2011;20110101;2;2;1461;578
AT13;92100;92121;2011;20110101;2;3;638;55
AT13;92100;92122;2011;20110101;1;1;360;145
AT13;92100;92122;2011;20110101;1;2;2007;651
AT13;92100;92122;2011;20110101;1;3;667;42
AT13;92100;92122;2011;20110101;2;1;373;124
AT13;92100;92122;2011;20110101;2;2;2090;662
AT13;92100;92122;2011;20110101;2;3;1011;44
AT13;92100;92123;2011;20110101;1;1;453;211
AT13;92100;92123;2011;20110101;1;2;2327;906
AT13;92100;92123;2011;20110101;1;3;791;50
AT13;92100;92123;2011;20110101;2;1;439;240
AT13;92100;92123;2011;20110101;2;2;2568;861
AT13;92100;92123;2011;20110101;2;3;1141;53
AT13;92100;92124;2011;20110101;1;1;173;30
AT13;92100;92124;2011;20110101;1;2;838;122
AT13;92100;92124;2011;20110101;1;3;224;4
AT13;92100;92124;2011;20110101;2;1;161;31
AT13;92100;92124;2011;20110101;2;2;942;126
AT13;92100;92124;2011;20110101;2;3;383;10
AT13;92100;92125;2011;20110101;1;1;364;52
AT13;92100;92125;2011;20110101;1;2;1248;192
AT13;92100;92125;2011;20110101;1;3;123;9
AT13;92100;92125;2011;20110101;2;1;374;48
AT13;92100;92125;2011;20110101;2;2;1447;242
AT13;92100;92125;2011;20110101;2;3;142;20
AT13;92100;92126;2011;20110101;1;1;434;69
AT13;92100;92126;2011;20110101;1;2;1950;343
AT13;92100;92126;2011;20110101;1;3;401;19
AT13;92100;92126;2011;20110101;2;1;437;65
AT13;92100;92126;2011;20110101;2;2;2212;409
AT13;92100;92126;2011;20110101;2;3;621;15
AT13;92100;92127;2011;20110101;1;1;84;20
AT13;92100;92127;2011;20110101;1;2;398;75
AT13;92100;92127;2011;20110101;1;3;148;10
AT13;92100;92127;2011;20110101;2;1;63;22
AT13;92100;92127;2011;20110101;2;2;389;77
AT13;92100;92127;2011;20110101;2;3;189;6
AT13;92100;92128;2011;20110101;1;1;17;19
AT13;92100;92128;2011;20110101;1;2;60;54
AT13;92100;92128;2011;20110101;1;3;11;2
AT13;92100;92128;2011;20110101;2;1;10;14
AT13;92100;92128;2011;20110101;2;2;44;47
AT13;92100;92128;2011;20110101;2;3;14;4
AT13;92100;92129;2011;20110101;1;1;11;0
AT13;92100;92129;2011;20110101;1;2;76;2
AT13;92100;92129;2011;20110101;1;3;5;0
AT13;92100;92129;2011;20110101;2;1;13;0
AT13;92100;92129;2011;20110101;2;2;72;2
AT13;92100;92129;2011;20110101;2;3;5;0
AT13;92100;92130;2011;20110101;1;1;2;0
AT13;92100;92130;2011;20110101;1;2;3;7
AT13;92100;92130;2011;20110101;1;3;0;0
AT13;92100;92130;2011;20110101;2;1;2;0
AT13;92100;92130;2011;20110101;2;2;4;0
AT13;92100;92130;2011;20110101;2;3;1;0
AT13;92100;92199;2011;20110101;1;1;0;0
AT13;92100;92199;2011;20110101;1;2;6;0
AT13;92100;92199;2011;20110101;1;3;0;0
AT13;92100;92199;2011;20110101;2;1;0;0
AT13;92100;92199;2011;20110101;2;2;4;0
AT13;92100;92199;2011;20110101;2;3;0;0
AT13;92200;92201;2011;20110101;1;1;158;15
AT13;92200;92201;2011;20110101;1;2;662;79
AT13;92200;92201;2011;20110101;1;3;111;6
AT13;92200;92201;2011;20110101;2;1;142;23
AT13;92200;92201;2011;20110101;2;2;634;82
AT13;92200;92201;2011;20110101;2;3;127;5
AT13;92200;92202;2011;20110101;1;1;489;46
AT13;92200;92202;2011;20110101;1;2;1352;175
AT13;92200;92202;2011;20110101;1;3;108;8
AT13;92200;92202;2011;20110101;2;1;443;42
AT13;92200;92202;2011;20110101;2;2;1386;194
AT13;92200;92202;2011;20110101;2;3;151;12
AT13;92200;92203;2011;20110101;1;1;93;5
AT13;92200;92203;2011;20110101;1;2;404;39
AT13;92200;92203;2011;20110101;1;3;121;4
AT13;92200;92203;2011;20110101;2;1;74;8
AT13;92200;92203;2011;20110101;2;2;446;33
AT13;92200;92203;2011;20110101;2;3;148;5
AT13;92200;92204;2011;20110101;1;1;323;19
AT13;92200;92204;2011;20110101;1;2;1254;93
AT13;92200;92204;2011;20110101;1;3;254;6
AT13;92200;92204;2011;20110101;2;1;271;13
AT13;92200;92204;2011;20110101;2;2;1288;113
AT13;92200;92204;2011;20110101;2;3;267;4
AT13;92200;92205;2011;20110101;1;1;384;24
AT13;92200;92205;2011;20110101;1;2;1686;107
AT13;92200;92205;2011;20110101;1;3;244;7
AT13;92200;92205;2011;20110101;2;1;368;25
AT13;92200;92205;2011;20110101;2;2;1720;146
AT13;92200;92205;2011;20110101;2;3;272;14
AT13;92200;92206;2011;20110101;1;1;1009;92
AT13;92200;92206;2011;20110101;1;2;3400;340
AT13;92200;92206;2011;20110101;1;3;559;19
AT13;92200;92206;2011;20110101;2;1;1016;90
AT13;92200;92206;2011;20110101;2;2;3586;474
AT13;92200;92206;2011;20110101;2;3;763;22
AT13;92200;92207;2011;20110101;1;1;325;23
AT13;92200;92207;2011;20110101;1;2;1436;149
AT13;92200;92207;2011;20110101;1;3;305;8
AT13;92200;92207;2011;20110101;2;1;354;25
AT13;92200;92207;2011;20110101;2;2;1507;168
AT13;92200;92207;2011;20110101;2;3;345;19
AT13;92200;92208;2011;20110101;1;1;1307;216
AT13;92200;92208;2011;20110101;1;2;4336;822
AT13;92200;92208;2011;20110101;1;3;593;45
AT13;92200;92208;2011;20110101;2;1;1227;180
AT13;92200;92208;2011;20110101;2;2;4707;945
AT13;92200;92208;2011;20110101;2;3;726;49
AT13;92200;92209;2011;20110101;1;1;1000;205
AT13;92200;92209;2011;20110101;1;2;3525;693
AT13;92200;92209;2011;20110101;1;3;870;35
AT13;92200;92209;2011;20110101;2;1;985;206
AT13;92200;92209;2011;20110101;2;2;3893;800
AT13;92200;92209;2011;20110101;2;3;1199;44
AT13;92200;92210;2011;20110101;1;1;472;89
AT13;92200;92210;2011;20110101;1;2;1699;342
AT13;92200;92210;2011;20110101;1;3;272;29
AT13;92200;92210;2011;20110101;2;1;414;78
AT13;92200;92210;2011;20110101;2;2;1880;413
AT13;92200;92210;2011;20110101;2;3;496;25
AT13;92200;92211;2011;20110101;1;1;530;143
AT13;92200;92211;2011;20110101;1;2;2820;644
AT13;92200;92211;2011;20110101;1;3;927;64
AT13;92200;92211;2011;20110101;2;1;534;123
AT13;92200;92211;2011;20110101;2;2;2929;749
AT13;92200;92211;2011;20110101;2;3;1267;56
AT13;92200;92212;2011;20110101;1;1;285;42
AT13;92200;92212;2011;20110101;1;2;891;185
AT13;92200;92212;2011;20110101;1;3;203;13
AT13;92200;92212;2011;20110101;2;1;248;33
AT13;92200;92212;2011;20110101;2;2;994;176
AT13;92200;92212;2011;20110101;2;3;248;15
AT13;92200;92213;2011;20110101;1;1;388;65
AT13;92200;92213;2011;20110101;1;2;1709;281
AT13;92200;92213;2011;20110101;1;3;524;20
AT13;92200;92213;2011;20110101;2;1;380;70
AT13;92200;92213;2011;20110101;2;2;1857;322
AT13;92200;92213;2011;20110101;2;3;765;13
AT13;92200;92214;2011;20110101;1;1;324;23
AT13;92200;92214;2011;20110101;1;2;1478;105
AT13;92200;92214;2011;20110101;1;3;413;2
AT13;92200;92214;2011;20110101;2;1;321;32
AT13;92200;92214;2011;20110101;2;2;1571;153
AT13;92200;92214;2011;20110101;2;3;572;9
AT13;92200;92215;2011;20110101;1;1;629;79
AT13;92200;92215;2011;20110101;1;2;2021;345
AT13;92200;92215;2011;20110101;1;3;813;26
AT13;92200;92215;2011;20110101;2;1;532;95
AT13;92200;92215;2011;20110101;2;2;2197;444
AT13;92200;92215;2011;20110101;2;3;1342;21
AT13;92200;92216;2011;20110101;1;1;71;6
AT13;92200;92216;2011;20110101;1;2;316;74
AT13;92200;92216;2011;20110101;1;3;97;4
AT13;92200;92216;2011;20110101;2;1;70;3
AT13;92200;92216;2011;20110101;2;2;353;37
AT13;92200;92216;2011;20110101;2;3;140;2
AT13;92200;92217;2011;20110101;1;1;95;5
AT13;92200;92217;2011;20110101;1;2;419;32
AT13;92200;92217;2011;20110101;1;3;122;4
AT13;92200;92217;2011;20110101;2;1;98;6
AT13;92200;92217;2011;20110101;2;2;436;44
AT13;92200;92217;2011;20110101;2;3;136;4
AT13;92200;92218;2011;20110101;1;1;362;51
AT13;92200;92218;2011;20110101;1;2;1569;176
AT13;92200;92218;2011;20110101;1;3;289;4
AT13;92200;92218;2011;20110101;2;1;355;35
AT13;92200;92218;2011;20110101;2;2;1644;209
AT13;92200;92218;2011;20110101;2;3;481;17
AT13;92200;92219;2011;20110101;1;1;346;97
AT13;92200;92219;2011;20110101;1;2;1439;457
AT13;92200;92219;2011;20110101;1;3;341;33
AT13;92200;92219;2011;20110101;2;1;293;81
AT13;92200;92219;2011;20110101;2;2;1476;393
AT13;92200;92219;2011;20110101;2;3;531;29
AT13;92200;92220;2011;20110101;1;1;248;41
AT13;92200;92220;2011;20110101;1;2;788;160
AT13;92200;92220;2011;20110101;1;3;181;12
AT13;92200;92220;2011;20110101;2;1;229;29
AT13;92200;92220;2011;20110101;2;2;794;149
AT13;92200;92220;2011;20110101;2;3;245;15
AT13;92200;92221;2011;20110101;1;1;59;9
AT13;92200;92221;2011;20110101;1;2;299;30
AT13;92200;92221;2011;20110101;1;3;123;2
AT13;92200;92221;2011;20110101;2;1;77;9
AT13;92200;92221;2011;20110101;2;2;305;32
AT13;92200;92221;2011;20110101;2;3;145;3
AT13;92200;92222;2011;20110101;1;1;475;59
AT13;92200;92222;2011;20110101;1;2;1798;215
AT13;92200;92222;2011;20110101;1;3;249;19
AT13;92200;92222;2011;20110101;2;1;490;41
AT13;92200;92222;2011;20110101;2;2;2069;247
AT13;92200;92222;2011;20110101;2;3;591;30
AT13;92200;92223;2011;20110101;1;1;364;53
AT13;92200;92223;2011;20110101;1;2;1297;213
AT13;92200;92223;2011;20110101;1;3;182;17
AT13;92200;92223;2011;20110101;2;1;332;48
AT13;92200;92223;2011;20110101;2;2;1361;210
AT13;92200;92223;2011;20110101;2;3;246;20
AT13;92200;92224;2011;20110101;1;1;500;41
AT13;92200;92224;2011;20110101;1;2;1779;186
AT13;92200;92224;2011;20110101;1;3;243;15
AT13;92200;92224;2011;20110101;2;1;426;50
AT13;92200;92224;2011;20110101;2;2;1928;225
AT13;92200;92224;2011;20110101;2;3;271;16
AT13;92200;92225;2011;20110101;1;1;142;16
AT13;92200;92225;2011;20110101;1;2;519;36
AT13;92200;92225;2011;20110101;1;3;166;2
AT13;92200;92225;2011;20110101;2;1;158;9
AT13;92200;92225;2011;20110101;2;2;554;55
AT13;92200;92225;2011;20110101;2;3;203;2
AT13;92200;92226;2011;20110101;1;1;258;25
AT13;92200;92226;2011;20110101;1;2;1147;91
AT13;92200;92226;2011;20110101;1;3;325;14
AT13;92200;92226;2011;20110101;2;1;257;28
AT13;92200;92226;2011;20110101;2;2;1125;132
AT13;92200;92226;2011;20110101;2;3;348;9
AT13;92200;92227;2011;20110101;1;1;549;53
AT13;92200;92227;2011;20110101;1;2;1942;192
AT13;92200;92227;2011;20110101;1;3;347;17
AT13;92200;92227;2011;20110101;2;1;522;39
AT13;92200;92227;2011;20110101;2;2;2053;198
AT13;92200;92227;2011;20110101;2;3;373;18
AT13;92200;92228;2011;20110101;1;1;351;31
AT13;92200;92228;2011;20110101;1;2;1068;115
AT13;92200;92228;2011;20110101;1;3;154;11
AT13;92200;92228;2011;20110101;2;1;323;20
AT13;92200;92228;2011;20110101;2;2;1145;117
AT13;92200;92228;2011;20110101;2;3;200;14
AT13;92200;92229;2011;20110101;1;1;227;16
AT13;92200;92229;2011;20110101;1;2;972;113
AT13;92200;92229;2011;20110101;1;3;279;15
AT13;92200;92229;2011;20110101;2;1;237;22
AT13;92200;92229;2011;20110101;2;2;1054;125
AT13;92200;92229;2011;20110101;2;3;321;17
AT13;92200;92230;2011;20110101;1;1;1;0
AT13;92200;92230;2011;20110101;1;2;8;5
AT13;92200;92230;2011;20110101;1;3;1;0
AT13;92200;92230;2011;20110101;2;1;1;0
AT13;92200;92230;2011;20110101;2;2;5;2
AT13;92200;92230;2011;20110101;2;3;0;0
AT13;92200;92231;2011;20110101;1;1;7;0
AT13;92200;92231;2011;20110101;1;2;27;4
AT13;92200;92231;2011;20110101;1;3;7;0
AT13;92200;92231;2011;20110101;2;1;7;0
AT13;92200;92231;2011;20110101;2;2;33;0
AT13;92200;92231;2011;20110101;2;3;5;0
AT13;92200;92232;2011;20110101;1;1;328;58
AT13;92200;92232;2011;20110101;1;2;1281;287
AT13;92200;92232;2011;20110101;1;3;93;33
AT13;92200;92232;2011;20110101;2;1;286;56
AT13;92200;92232;2011;20110101;2;2;1265;362
AT13;92200;92232;2011;20110101;2;3;104;53
AT13;92200;92299;2011;20110101;1;1;1;0
AT13;92200;92299;2011;20110101;1;2;4;1
AT13;92200;92299;2011;20110101;1;3;1;0
AT13;92200;92299;2011;20110101;2;1;0;0
AT13;92200;92299;2011;20110101;2;2;3;1
AT13;92200;92299;2011;20110101;2;3;1;0
AT13;92300;92301;2011;20110101;1;1;143;35
AT13;92300;92301;2011;20110101;1;2;665;164
AT13;92300;92301;2011;20110101;1;3;136;4
AT13;92300;92301;2011;20110101;2;1;134;25
AT13;92300;92301;2011;20110101;2;2;677;164
AT13;92300;92301;2011;20110101;2;3;188;13
AT13;92300;92302;2011;20110101;1;1;318;65
AT13;92300;92302;2011;20110101;1;2;1173;295
AT13;92300;92302;2011;20110101;1;3;256;29
AT13;92300;92302;2011;20110101;2;1;268;47
AT13;92300;92302;2011;20110101;2;2;1249;289
AT13;92300;92302;2011;20110101;2;3;324;32
AT13;92300;92303;2011;20110101;1;1;188;23
AT13;92300;92303;2011;20110101;1;2;906;109
AT13;92300;92303;2011;20110101;1;3;428;5
AT13;92300;92303;2011;20110101;2;1;164;32
AT13;92300;92303;2011;20110101;2;2;984;108
AT13;92300;92303;2011;20110101;2;3;543;7
AT13;92300;92304;2011;20110101;1;1;647;86
AT13;92300;92304;2011;20110101;1;2;1964;378
AT13;92300;92304;2011;20110101;1;3;406;13
AT13;92300;92304;2011;20110101;2;1;610;84
AT13;92300;92304;2011;20110101;2;2;2222;424
AT13;92300;92304;2011;20110101;2;3;734;22
AT13;92300;92305;2011;20110101;1;1;718;129
AT13;92300;92305;2011;20110101;1;2;2418;416
AT13;92300;92305;2011;20110101;1;3;552;17
AT13;92300;92305;2011;20110101;2;1;653;120
AT13;92300;92305;2011;20110101;2;2;2653;498
AT13;92300;92305;2011;20110101;2;3;690;24
AT13;92300;92306;2011;20110101;1;1;47;7
AT13;92300;92306;2011;20110101;1;2;266;47
AT13;92300;92306;2011;20110101;1;3;71;6
AT13;92300;92306;2011;20110101;2;1;54;8
AT13;92300;92306;2011;20110101;2;2;268;40
AT13;92300;92306;2011;20110101;2;3;98;5
AT13;92300;92307;2011;20110101;1;1;647;91
AT13;92300;92307;2011;20110101;1;2;2343;479
AT13;92300;92307;2011;20110101;1;3;445;46
AT13;92300;92307;2011;20110101;2;1;622;110
AT13;92300;92307;2011;20110101;2;2;2516;537
AT13;92300;92307;2011;20110101;2;3;683;41
AT13;92300;92308;2011;20110101;1;1;309;36
AT13;92300;92308;2011;20110101;1;2;1014;192
AT13;92300;92308;2011;20110101;1;3;333;11
AT13;92300;92308;2011;20110101;2;1;292;28
AT13;92300;92308;2011;20110101;2;2;1074;159
AT13;92300;92308;2011;20110101;2;3;721;11
AT13;92300;92309;2011;20110101;1;1;353;55
AT13;92300;92309;2011;20110101;1;2;1710;241
AT13;92300;92309;2011;20110101;1;3;735;11
AT13;92300;92309;2011;20110101;2;1;378;43
AT13;92300;92309;2011;20110101;2;2;1848;296
AT13;92300;92309;2011;20110101;2;3;1106;12
AT13;92300;92310;2011;20110101;1;1;321;50
AT13;92300;92310;2011;20110101;1;2;1306;191
AT13;92300;92310;2011;20110101;1;3;502;14
AT13;92300;92310;2011;20110101;2;1;328;52
AT13;92300;92310;2011;20110101;2;2;1508;242
AT13;92300;92310;2011;20110101;2;3;624;17
AT13;92300;92311;2011;20110101;1;1;418;77
AT13;92300;92311;2011;20110101;1;2;1931;358
AT13;92300;92311;2011;20110101;1;3;481;21
AT13;92300;92311;2011;20110101;2;1;403;60
AT13;92300;92311;2011;20110101;2;2;2151;407
AT13;92300;92311;2011;20110101;2;3;715;23
AT13;92300;92312;2011;20110101;1;1;381;51
AT13;92300;92312;2011;20110101;1;2;1496;207
AT13;92300;92312;2011;20110101;1;3;433;18
AT13;92300;92312;2011;20110101;2;1;350;54
AT13;92300;92312;2011;20110101;2;2;1593;220
AT13;92300;92312;2011;20110101;2;3;618;17
AT13;92300;92313;2011;20110101;1;1;237;23
AT13;92300;92313;2011;20110101;1;2;1022;83
AT13;92300;92313;2011;20110101;1;3;561;9
AT13;92300;92313;2011;20110101;2;1;210;19
AT13;92300;92313;2011;20110101;2;2;1142;111
AT13;92300;92313;2011;20110101;2;3;721;12
AT13;92300;92314;2011;20110101;1;1;360;36
AT13;92300;92314;2011;20110101;1;2;1285;142
AT13;92300;92314;2011;20110101;1;3;414;10
AT13;92300;92314;2011;20110101;2;1;302;26
AT13;92300;92314;2011;20110101;2;2;1381;192
AT13;92300;92314;2011;20110101;2;3;561;12
AT13;92300;92315;2011;20110101;1;1;131;23
AT13;92300;92315;2011;20110101;1;2;510;51
AT13;92300;92315;2011;20110101;1;3;264;7
AT13;92300;92315;2011;20110101;2;1;113;11
AT13;92300;92315;2011;20110101;2;2;573;81
AT13;92300;92315;2011;20110101;2;3;343;12
AT13;92300;92316;2011;20110101;1;1;112;10
AT13;92300;92316;2011;20110101;1;2;552;77
AT13;92300;92316;2011;20110101;1;3;218;8
AT13;92300;92316;2011;20110101;2;1;137;18
AT13;92300;92316;2011;20110101;2;2;617;88
AT13;92300;92316;2011;20110101;2;3;365;10
AT13;92300;92317;2011;20110101;1;1;10;3
AT13;92300;92317;2011;20110101;1;2;63;28
AT13;92300;92317;2011;20110101;1;3;21;3
AT13;92300;92317;2011;20110101;2;1;10;5
AT13;92300;92317;2011;20110101;2;2;51;20
AT13;92300;92317;2011;20110101;2;3;29;0
AT13;92300;92318;2011;20110101;1;1;312;29
AT13;92300;92318;2011;20110101;1;2;1813;151
AT13;92300;92318;2011;20110101;1;3;333;1
AT13;92300;92318;2011;20110101;2;1;291;35
AT13;92300;92318;2011;20110101;2;2;2016;153
AT13;92300;92318;2011;20110101;2;3;351;9
AT13;92300;92319;2011;20110101;1;1;591;46
AT13;92300;92319;2011;20110101;1;2;2623;254
AT13;92300;92319;2011;20110101;1;3;858;28
AT13;92300;92319;2011;20110101;2;1;571;44
AT13;92300;92319;2011;20110101;2;2;3187;317
AT13;92300;92319;2011;20110101;2;3;1093;42
AT13;92300;92399;2011;20110101;1;1;0;0
AT13;92300;92399;2011;20110101;1;2;9;0
AT13;92300;92399;2011;20110101;1;3;2;0
AT13;92300;92399;2011;20110101;2;1;1;0
AT13;92300;92399;2011;20110101;2;2;17;0
AT13;92300;92399;2011;20110101;2;3;1;0
AT13;90100;90101;2012;20120101;1;1;143;36
AT13;90100;90101;2012;20120101;1;2;934;294
AT13;90100;90101;2012;20120101;1;3;377;50
AT13;90100;90101;2012;20120101;2;1;145;36
AT13;90100;90101;2012;20120101;2;2;986;273
AT13;90100;90101;2012;20120101;2;3;520;44
AT13;90100;90102;2012;20120101;1;1;66;22
AT13;90100;90102;2012;20120101;1;2;377;130
AT13;90100;90102;2012;20120101;1;3;135;12
AT13;90100;90102;2012;20120101;2;1;69;37
AT13;90100;90102;2012;20120101;2;2;349;152
AT13;90100;90102;2012;20120101;2;3;206;13
AT13;90100;90103;2012;20120101;1;1;87;34
AT13;90100;90103;2012;20120101;1;2;486;160
AT13;90100;90103;2012;20120101;1;3;200;33
AT13;90100;90103;2012;20120101;2;1;69;38
AT13;90100;90103;2012;20120101;2;2;468;198
AT13;90100;90103;2012;20120101;2;3;263;26
AT13;90100;90104;2012;20120101;1;1;68;11
AT13;90100;90104;2012;20120101;1;2;375;106
AT13;90100;90104;2012;20120101;1;3;146;12
AT13;90100;90104;2012;20120101;2;1;56;28
AT13;90100;90104;2012;20120101;2;2;380;126
AT13;90100;90104;2012;20120101;2;3;195;19
AT13;90100;90105;2012;20120101;1;1;90;27
AT13;90100;90105;2012;20120101;1;2;551;159
AT13;90100;90105;2012;20120101;1;3;151;23
AT13;90100;90105;2012;20120101;2;1;106;24
AT13;90100;90105;2012;20120101;2;2;552;182
AT13;90100;90105;2012;20120101;2;3;223;8
